title,price_block,floor,layout,area,location,address,access,built_year,shiki,rei,link,score
PALMYRA(パルミラ),"5万円
管理費等 3,000円",2階,1LDK,28.14m2,中央区南二条西18,北海道札幌市中央区南二条西18,西１８丁目駅/札幌市営地下鉄東西線 徒歩3分 / 西１５丁目駅/札幌市電 徒歩5分,築6年/地上5階建て,なし,なし,https://realestate.yahoo.co.jp/rent/detail/000007161393e33810a9aca1edfbac3345526f9eac78/,2
PALMYRA(パルミラ),"5.2万円
管理費等 3,000円",2階,1LDK,28.14m2,中央区南二条西18,北海道札幌市中央区南二条西18,西１８丁目駅/札幌市営地下鉄東西線 徒歩3分 / 西１５丁目駅/札幌市電 徒歩5分,築6年/地上5階建て,なし,なし,https://realestate.yahoo.co.jp/rent/detail/0000071613934f82d43158a13d7e767ad6a0efe4d9a5/,2
札幌市営地下鉄東西線 西１８丁目駅 5階建 築6年,"5.2万円
管理費等 3,000円",2階,1DK,28.14m2,中央区南二条西18,北海道札幌市中央区南二条西18,西１８丁目駅/札幌市営地下鉄東西線 徒歩3分 / 西１５丁目駅/札幌市電 徒歩5分,築6年/地上5階建て,なし,なし,https://realestate.yahoo.co.jp/rent/detail/_000007161393dff1a98d1b13e7f1a797432861361736/,2
札幌市営地下鉄東西線 西１８丁目駅 5階建 築6年,"5.2万円
管理費等 3,000円",4階,1DK,27.93m2,中央区南二条西18,北海道札幌市中央区南二条西18,西１８丁目駅/札幌市営地下鉄東西線 徒歩3分 / 西１５丁目駅/札幌市電 徒歩5分,築6年/地上5階建て,なし,なし,https://realestate.yahoo.co.jp/rent/detail/_0000071613937feeee231e878c6e690006607dbb51fb/,2
札幌市電 西線６条駅 4階建 築7年,"4.7万円
管理費等 3,000円",4階,1K,25.48m2,中央区南五条西14,北海道札幌市中央区南五条西14,西線６条駅/札幌市電 徒歩3分 / 西１８丁目駅/札幌市営地下鉄東西線 徒歩9分,築7年/地上4階建て,4.7万円,なし,https://realestate.yahoo.co.jp/rent/detail/_000007641253f78fe6df353acb374bdbb2eee83e420d/,1
札幌市営地下鉄東西線 西28丁目駅 地上4階建て 築8年,"7.6万円
管理費等 5,000円",4階,1LDK,37.16m2,中央区北六条西026,北海道札幌市中央区北六条西026,西28丁目駅/札幌市営地下鉄東西線 徒歩3分 / 円山公園駅/札幌市営地下鉄東西線 徒歩11分,築8年/地上4階建て,なし,なし,https://realestate.yahoo.co.jp/rent/detail/_000003510882b6576663425c68f5a35d0efd02bd346b/,2
シルフィード東大通り,"6.2万円
管理費等 4,000円",2階,1DK,37.5m2,中央区大通東5,北海道札幌市中央区大通東5,バスセンター前駅/札幌市営地下鉄東西線 徒歩3分 / 大通駅/札幌市営地下鉄南北線 徒歩10分,築8年/地上4階建て,なし,なし,https://realestate.yahoo.co.jp/rent/detail/000002097739919e8f61819000e08cf17da9fedccef4/,2
シルフィード東大通り,"6.2万円
管理費等 4,000円",2階,1LDK,37.5m2,中央区大通東5,北海道札幌市中央区大通東5,バスセンター前駅/札幌市営地下鉄東西線 徒歩3分 / 大通駅/札幌市営地下鉄南北線 徒歩10分,築8年/地上4階建て,6.2万円※,なし,https://realestate.yahoo.co.jp/rent/detail/0000020977391bac980c310aa1c251bbf1138fbd588a/,1
札幌市電 中央区役所前駅 5階建 築13年,"5.7万円
管理費等 3,000円",2階,1LDK,32.72m2,中央区南三条西12,北海道札幌市中央区南三条西12,中央区役所前駅/札幌市電 徒歩3分 / 西１１丁目駅/札幌市営地下鉄東西線 徒歩6分,築13年/地上5階建て,なし,なし,https://realestate.yahoo.co.jp/rent/detail/_00000141377336fbc73943e19e10b777c54b7359aa73/,2
札幌市電 中央区役所前駅 5階建 築13年,"5.7万円
管理費等 3,000円",4階,1LDK,31.8m2,中央区南三条西12,北海道札幌市中央区南三条西12,中央区役所前駅/札幌市電 徒歩3分 / 西１１丁目駅/札幌市営地下鉄東西線 徒歩6分,築13年/地上5階建て,なし,なし,https://realestate.yahoo.co.jp/rent/detail/_0000014137733d27f09e630148bbf06aff044944b89b/,2
札幌市電 西８丁目駅 11階建 築20年,"5.3万円
管理費等 5,000円",9階,1DK,30.81m2,中央区南一条西9,北海道札幌市中央区南一条西9,西８丁目駅/札幌市電 徒歩3分 / 西１１丁目駅/札幌市営地下鉄東西線 徒歩4分,築20年/地上11階建て,5.3万円,なし,https://realestate.yahoo.co.jp/rent/detail/_000007169462a3e1729035b0ecfc04676a521e876390/,1
ハピネス北2条I,"4.3万円
管理費等 3,000円",3階,1LDK,35.6m2,中央区北二条東12,北海道札幌市中央区北二条東12,苗穂駅/函館本線 徒歩3分 / バスセンター前駅/札幌市営地下鉄東西線 徒歩15分,築22年/地上3階建て,なし,なし,https://realestate.yahoo.co.jp/rent/detail/000002040446bc8e28a72ab28390fce4914943ef8601/,2
函館本線 苗穂駅 3階建 築22年,"4.3万円
管理費等 3,000円",3階,1LDK,35.6m2,中央区北二条東12,北海道札幌市中央区北二条東12,苗穂駅/函館本線 徒歩3分 / バスセンター前駅/札幌市営地下鉄東西線 徒歩15分,築22年/地上3階建て,なし,なし,https://realestate.yahoo.co.jp/rent/detail/_000004003794bc8e28a72ab28390fce4914943ef8601/,2
函館本線 苗穂駅 3階建 築22年,"4.3万円
管理費等 3,000円",3階,1LDK,35.6m2,中央区北二条東12,北海道札幌市中央区北二条東12,苗穂駅/函館本線 徒歩3分 / バスセンター前駅/札幌市営地下鉄東西線 徒歩15分,築22年/地上3階建て,なし,なし,https://realestate.yahoo.co.jp/rent/detail/_000004003794748d5687b7c810f9c9659d43346bc0cb/,2
札幌市電 中央区役所前駅 地上9階建て 築24年,"5万円
管理費等 6,300円",5階,1K,24m2,中央区南二条西011,北海道札幌市中央区南二条西011,中央区役所前駅/札幌市電 徒歩3分 / 西11丁目駅/札幌市営地下鉄東西線 徒歩4分,築24年/地上9階建て,1ヶ月,1ヶ月,https://realestate.yahoo.co.jp/rent/detail/_000002657638049b60e0e6b042ed5091e62424a21cf1/,0
札幌市電 中央区役所前駅 地上9階建て 築24年,"5万円
管理費等 6,300円",6階,1K,24m2,中央区南二条西011,北海道札幌市中央区南二条西011,中央区役所前駅/札幌市電 徒歩3分 / 西11丁目駅/札幌市営地下鉄東西線 徒歩4分,築24年/地上9階建て,1ヶ月,1ヶ月,https://realestate.yahoo.co.jp/rent/detail/_000002657638289150c766757cf2be3f3d4f76717602/,0
ルーブル8条館,"5.4万円
管理費等 6,000円",8階,1DK,31.5m2,中央区南八条西6,北海道札幌市中央区南八条西6,東本願寺前駅/札幌市電 徒歩3分 / 中島公園駅/札幌市営地下鉄南北線 徒歩5分,築24年/地上9階建て,なし,なし,https://realestate.yahoo.co.jp/rent/detail/000001332470b4c21fdb76732586f5ac02a0daa29fdb/,2
ルーブル8条館,"5.4万円
管理費等 6,000円",8階,1LDK,31.5m2,中央区南八条西6,北海道札幌市中央区南八条西6,東本願寺前駅/札幌市電 徒歩3分 / 中島公園駅/札幌市営地下鉄南北線 徒歩5分,築24年/地上9階建て,なし,なし,https://realestate.yahoo.co.jp/rent/detail/0000013324708220282ce119531884b035d4cd02ca92/,2
札幌市営地下鉄東西線 円山公園駅 地上4階建て 築35年,"6万円
管理費等 3,000円",2階,2LDK,53.9m2,中央区南二条西025,北海道札幌市中央区南二条西025,円山公園駅/札幌市営地下鉄東西線 徒歩3分 / 西18丁目駅/札幌市営地下鉄東西線 徒歩10分,築35年/地上4階建て,1ヶ月,なし,https://realestate.yahoo.co.jp/rent/detail/_0000028940245391756530235f1a4c113df735e828fd/,1
メゾンドエルミタージュ円山,"4.5万円
管理費等 4,000円",4階,1LDK,35.15m2,中央区北五条西25,北海道札幌市中央区北五条西25,西２８丁目駅/札幌市営地下鉄東西線 徒歩3分 / 円山公園駅/札幌市営地下鉄東西線 徒歩10分,築38年/地上4階建て,なし,なし,https://realestate.yahoo.co.jp/rent/detail/0000019144522226c227b400fad4baa70de252b3e473/,2
札幌市営地下鉄東西線 バスセンター前駅 地上7階建て 築43年,"3.5万円
管理費等 5,000円",3階,1DK,24.7m2,中央区南一条東004,北海道札幌市中央区南一条東004,バスセンター前駅/札幌市営地下鉄東西線 徒歩3分 / 大通駅/札幌市営地下鉄南北線 徒歩8分,築43年/地上7階建て,1ヶ月,なし,https://realestate.yahoo.co.jp/rent/detail/_000001889462769d3af165b0e12a43d0b60f8897392f/,1
Footon札幌,"9.9万円
管理費等 5,000円",1階,2LDK,54.02m2,中央区北三条東007,北海道札幌市中央区北三条東007,苗穂駅/千歳線 徒歩4分 / バスセンター前駅/札幌市営地下鉄東西線 徒歩9分,築1年未満/地上4階建て,なし,なし,https://realestate.yahoo.co.jp/rent/detail/00000808571066abb723797732fd80814a102c7ccb57/,2
Footon札幌,"11.2万円
管理費等 5,000円",3階,2LDK,54.02m2,中央区北三条東007,北海道札幌市中央区北三条東007,苗穂駅/千歳線 徒歩4分 / バスセンター前駅/札幌市営地下鉄東西線 徒歩9分,築1年未満/地上4階建て,なし,なし,https://realestate.yahoo.co.jp/rent/detail/0000080857108d94e2881216e3e626bf24f75e213df5/,2
札幌市電 資生館小学校前駅 14階建 築6年,"12.5万円
管理費等 10,000円",12階,2LDK,52.3m2,中央区南四条西8,北海道札幌市中央区南四条西8,資生館小学校前駅/札幌市電 徒歩4分 / すすきの駅/札幌市営地下鉄南北線 徒歩7分,築6年/地上14階建て,12.5万円,12.5万円,https://realestate.yahoo.co.jp/rent/detail/_000004275482583349aa1553891e15b930c353aa5822/,0
エムパレス,"4.9万円
管理費等 3,000円",1階,1LDK,34.56m2,中央区北七条西12,北海道札幌市中央区北七条西12,桑園駅/函館本線 徒歩4分 / 西１１丁目駅/札幌市営地下鉄東西線 徒歩15分,築7年/地上4階建て,4.9万円,なし,https://realestate.yahoo.co.jp/rent/detail/0000035630745f559726e15c6195874df52fca51c295/,1
エムパレス,"4.9万円
管理費等 3,000円",1階,1LDK,34.39m2,中央区北七条西12,北海道札幌市中央区北七条西12,桑園駅/函館本線 徒歩4分 / 西１１丁目駅/札幌市営地下鉄東西線 徒歩15分,築7年/地上4階建て,4.9万円,なし,https://realestate.yahoo.co.jp/rent/detail/00000356307453702c62bc0f3358bc6c88d99460d8b3/,1
札沼線 新川駅 4階建 築1年未満,"6.8万円
管理費等 4,000円",3階,1LDK,42.19m2,北区新川四条1,北海道札幌市北区新川四条1,新川駅/札沼線 徒歩1分以内 / 八軒駅/札沼線 徒歩20分,築1年未満/地上4階建て,なし,なし,https://realestate.yahoo.co.jp/rent/detail/_000008523474a16e129abd18e4f1cb50c4aa71909272/,2
札沼線 新川駅 4階建 築1年未満,"6.4万円
管理費等 4,000円",1階,1LDK,42.19m2,北区新川四条1,北海道札幌市北区新川四条1,新川駅/札沼線 徒歩1分以内 / 八軒駅/札沼線 徒歩20分,築1年未満/地上4階建て,なし,なし,https://realestate.yahoo.co.jp/rent/detail/_0000085234745e722811f5356256388757c2747f93d1/,2
麻生ハイツ,"3.6万円
管理費等 3,000円",2階,1LDK,32.45m2,北区麻生町5,北海道札幌市北区麻生町5,麻生駅/札幌市営地下鉄南北線 徒歩1分以内 / 新琴似駅/札沼線 徒歩4分,築30年/地上2階建て,なし,なし,https://realestate.yahoo.co.jp/rent/detail/000002847250f568944611e6353a0359686bdc08328e/,2
麻生ハイツ,"3.6万円
管理費等 3,000円",1階,1LDK,29.41m2,北区麻生町5,北海道札幌市北区麻生町5,麻生駅/札幌市営地下鉄南北線 徒歩1分以内 / 新琴似駅/札沼線 徒歩4分,築30年/地上2階建て,なし,なし,https://realestate.yahoo.co.jp/rent/detail/00000284725021ed4111882b1f9c22994ee514f421a1/,2
メモリーハイツ,"5.1万円
管理費等 なし",1階,2LDK,40.5m2,北区北三十四条西4,北海道札幌市北区北三十四条西4,北３４条駅/札幌市営地下鉄南北線 徒歩1分以内 / 麻生駅/札幌市営地下鉄南北線 徒歩9分,築38年/地上2階建て,5.1万円,なし,https://realestate.yahoo.co.jp/rent/detail/000005116049fce9d03d8fb5ef84e2e18191ec768ba5/,1
メモリーハイツ,"5.1万円
管理費等 なし",1階,2LDK,45.36m2,北区北三十四条西4,北海道札幌市北区北三十四条西4,北３４条駅/札幌市営地下鉄南北線 徒歩1分以内 / 麻生駅/札幌市営地下鉄南北線 徒歩9分,築38年/地上2階建て,1ヶ月※,なし,https://realestate.yahoo.co.jp/rent/detail/0000051160490ddaad4ffb2ef4533a091a6dc2fe4fec/,1
エスタハイム麻生,"5.5万円
管理費等 5,000円",4階,1LDK,42m2,北区北四十条西4,北海道札幌市北区北四十条西4,麻生駅/札幌市営地下鉄南北線 徒歩1分以内 / 新琴似駅/札沼線 徒歩9分,築43年/地上7階建て,なし,なし,https://realestate.yahoo.co.jp/rent/detail/000001580904e568adbfb76e0e75840cfd4eebc89afc/,2
フーズピスタN38,"6.3万円
管理費等 5,000円",4階,1LDK,32.34m2,北区北三十八条西3,北海道札幌市北区北三十八条西3,麻生駅/札幌市営地下鉄南北線 徒歩2分 / 北３４条駅/札幌市営地下鉄南北線 徒歩10分,築1年未満/地上4階建て,6.3万円,なし,https://realestate.yahoo.co.jp/rent/detail/00000855371935ac77072cc5007e4ebaa18fbb1d1a99/,1
フーズピスタN38,"5.4万円
管理費等 5,000円",1階,1LDK,32.34m2,北区北三十八条西3,北海道札幌市北区北三十八条西3,麻生駅/札幌市営地下鉄南北線 徒歩2分 / 北３４条駅/札幌市営地下鉄南北線 徒歩10分,築1年未満/地上4階建て,5.4万円,なし,https://realestate.yahoo.co.jp/rent/detail/0000085537193515342ba8b7afe7eaba27eba216071b/,1
サウスウィング,"5万円
管理費等 3,000円",3階,1LDK,37.7m2,北区南あいの里005,北海道札幌市北区南あいの里005,あいの里教育大駅/札沼線 徒歩2分 / 拓北駅/札沼線 徒歩20分,築2年/地上4階建て,1.5ヶ月,なし,https://realestate.yahoo.co.jp/rent/detail/0000075929261029410ab10c0e32d7d3026d2726a0ab/,1
札沼線 あいの里教育大駅 4階建 築2年,"5万円
管理費等 3,000円",3階,1LDK,37.7m2,北区南あいの里5,北海道札幌市北区南あいの里5,あいの里教育大駅/札沼線 徒歩2分 / 拓北駅/札沼線 徒歩20分,築2年/地上4階建て,7.5万円,なし,https://realestate.yahoo.co.jp/rent/detail/_0000075933641029410ab10c0e32d7d3026d2726a0ab/,1
札幌市営地下鉄南北線 麻生駅 4階建 築16年,"5.5万円
管理費等 3,000円",3階,1LDK,32.3m2,北区麻生町2,北海道札幌市北区麻生町2,麻生駅/札幌市営地下鉄南北線 徒歩2分 / 新琴似駅/札沼線 徒歩9分,築16年/地上4階建て,5.5万円,なし,https://realestate.yahoo.co.jp/rent/detail/_0000016032888a59ffa61c3dc3b79b2ae97705879cc5/,1
札幌市営地下鉄南北線 麻生駅 4階建 築16年,"5.3万円
管理費等 3,000円",3階,1LDK,32.29m2,北区麻生町2,北海道札幌市北区麻生町2,麻生駅/札幌市営地下鉄南北線 徒歩2分 / 新琴似駅/札沼線 徒歩9分,築16年/地上4階建て,5.3万円,なし,https://realestate.yahoo.co.jp/rent/detail/_000001603288738fcba9d400fe0e4f9a9fd1484ac846/,1
札幌市営地下鉄南北線 麻生駅 地上10階建て 築18年,"6.2万円
管理費等 5,000円",10階,1DK,33.1m2,北区北三十八条西005,北海道札幌市北区北三十八条西005,麻生駅/札幌市営地下鉄南北線 徒歩2分 / 北34条駅/札幌市営地下鉄南北線 徒歩10分,築18年/地上10階建て,1ヶ月,なし,https://realestate.yahoo.co.jp/rent/detail/_000001146890d283da26d4c8ad5045bbe86ea61abba5/,1
モントレ麻生II,"5.1万円
管理費等 3,000円",1階,1LDK,34.5m2,北区麻生町2,北海道札幌市北区麻生町2,麻生駅/札幌市営地下鉄南北線 徒歩2分 / 新琴似駅/札沼線 徒歩9分,築21年/地上2階建て,なし,なし,https://realestate.yahoo.co.jp/rent/detail/0000071613835f9178a3ce966388228e598996d0106c/,2
モントレ麻生II,"5.1万円
管理費等 3,000円",1階,1LDK,32.88m2,北区麻生町2,北海道札幌市北区麻生町2,麻生駅/札幌市営地下鉄南北線 徒歩2分 / 新琴似駅/札沼線 徒歩9分,築21年/地上2階建て,なし,なし,https://realestate.yahoo.co.jp/rent/detail/0000071613835e6b16ca402b0d8dcf5f666444f1929b/,2
ヴィラガーデン32,"4.2万円
管理費等 なし",2階,1DK,24.75m2,北区北三十二条西003,北海道札幌市北区北三十二条西003,北３４条駅/札幌市営地下鉄南北線 徒歩2分 / 北34条駅/札幌市営地下鉄南北線 徒歩2分,築24年/地上3階建て,なし,なし,https://realestate.yahoo.co.jp/rent/detail/0000084329518592afbcc70381f02d1a7a2a4971d0ae/,2
ヴィラガーデン32,"4.3万円
管理費等 なし",3階,1LDK,24.75m2,北区北三十二条西003,北海道札幌市北区北三十二条西003,北３４条駅/札幌市営地下鉄南北線 徒歩2分 / 北34条駅/札幌市営地下鉄南北線 徒歩2分,築24年/地上3階建て,なし,なし,https://realestate.yahoo.co.jp/rent/detail/0000084329515d0bababd9b98ead48614c187cc84f34/,2
札幌市営地下鉄南北線 北34条駅 地上3階建て 築24年,"4.2万円
管理費等 なし",2階,1DK,24.75m2,北区北三十二条西003,北海道札幌市北区北三十二条西003,北３４条駅/札幌市営地下鉄南北線 徒歩2分 / 北34条駅/札幌市営地下鉄南北線 徒歩2分,築24年/地上3階建て,なし,なし,https://realestate.yahoo.co.jp/rent/detail/_0000084329518592afbcc70381f02d1a7a2a4971d0ae/,2
札幌市営地下鉄南北線 北34条駅 地上3階建て 築24年,"4.3万円
管理費等 なし",3階,1DK,24.75m2,北区北三十二条西003,北海道札幌市北区北三十二条西003,北３４条駅/札幌市営地下鉄南北線 徒歩2分 / 北34条駅/札幌市営地下鉄南北線 徒歩2分,築24年/地上3階建て,なし,なし,https://realestate.yahoo.co.jp/rent/detail/_000008432951221e09180de0f23711c447c315dbe916/,2
国見ハイツ,"3.5万円
管理費等 なし",2階,1LDK,47.83m2,北区拓北六条2,北海道札幌市北区拓北六条2,拓北駅/札沼線 徒歩2分 / あいの里教育大駅/札沼線 徒歩19分,築28年/地上2階建て,3.5万円,なし,https://realestate.yahoo.co.jp/rent/detail/0000027154920c2d87a296ca4c85547b70f578c53d1d/,1
国見ハイツ,"3.5万円
管理費等 なし",3階,1LDK,47.83m2,北区拓北六条2,北海道札幌市北区拓北六条2,拓北駅/札沼線 徒歩2分 / あいの里教育大駅/札沼線 徒歩19分,築28年/地上2階建て,3.5万円,なし,https://realestate.yahoo.co.jp/rent/detail/0000027154927dc29da1e4d1bba84ab90e09356efb7f/,1
